Group.1	x
Lampetra_planeri	14.9928886723194
Lampetra_sp	3.94379081183145
Lampetra_tridentata	0
Lampris_guttatus	3.54050314300552
Lamprologus_tigripictilis	0.749784135930254
Lampropeltis_alterna	12.6190236556167
Lampropeltis_getula	2.64882593174014
Lampropeltis_triangulum	4.3384232694994
Lanius_collaris	7.58332508882737
Laonastes_aenigmamus	5.74772453159667
Larimichthys_crocea	9.47825450988754
Larimichthys_polyactis	1.48089207189469
Larus_argentatus	6.03294772803673
Larus_canus	15.4300761211548
Larus_dominicanus	10.140639223842
Larus_novaehollandiae	5.5421839133047
Lasiurus_blossevillii	3.17455151635405
Lasiurus_borealis	2.33567022021355
Lateolabrax_japonicus	2.18964206920062
Leiolepis_reevesii	2.580190890809
Lemur_catta	10.1193952489229
Leopardus_tigrinus	7.4973291349402
Leopoldamys_edwardsi	3.24286903263048
Lepidonotothen_larseni	7.04914340736349
Lepidonotothen_squamifrons	20.4978029539376
Lepidophyma_flavimaculatum	9.23828997989502
Lepilemur_ankaranensis	15.7029284319342
Lepilemur_dorsalis	15.0291509118132
Lepilemur_edwardsi	9.8146745555269
Lepilemur_mustelinus	9.33560631210802
Lepilemur_ruficaudatus	6.09424836208285
Leptodeira_annulata	5.1597233933681
Leptodeira_septentrionalis	5.35619477088369
Leptonychotes_weddellii	4.51472604397252
Lepus_brachyurus	5.27389559989216
Lepus_californicus	3.18078132840507
Lepus_capensis	3.77133991048592
Lepus_europaeus	4.46433074832746
Lepus_mandshuricus	4.71212879582931
Lepus_oiostolus	3.58570693573676
Lepus_sinensis	8.79366998358127
Lepus_timidus	4.59121591735629
Lepus_tolai	2.11510532455575
Lepus_yarkandensis	3.50776323117895
Lethenteron_camtschaticum	8.20375903932922
Lethrinus_olivaceus	0.758301826042526
Leucosticte_arctoa	9.91676690355752
Leucosticte_brandti	12.6050055894665
Leucosticte_tephrocotis	5.05752679935668
Lissemys_punctata	5.97411357663793
Lissotriton_italicus	7.002443477981
