Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn	AdultBodyMass_g	GenerationLength_d	category
776	Nannoperca obscura	62.6666666666667	94	0.230769230769231	12	2	0.8125	0.1875	NA	NA	NA
777	Nannospalax ehrenbergi	52.9333333333334	474	0.180194805194805	56	9	0.847319347319347	0.152680652680653	NA	NA	DD
778	Nannospalax judaei	69.5	139	0.25	10	2	0.792857142857143	0.207142857142857	NA	NA	NA
779	Nannospalax leucodon	67.8	415	0.4	17	6	0.714285714285714	0.285714285714286	NA	NA	DD
780	Nannospalax nehringi	57.1255980861244	522	0.151923076923077	81	9.5	0.868115942028985	0.131884057971014	NA	NA	NA
781	Nanonycteris veldkampii	21	21	0.25	3	1	0.8	0.2	21.89	1553.79087272727	LC
782	Nanorana parkeri	41.6666666666667	58	0.0930232558139535	5	1	0.914893617021277	0.0851063829787234	NA	NA	LC
783	Nanorana quadranus	21	42	0.117647058823529	15	2	0.894736842105263	0.105263157894737	NA	NA	NT
784	Nanorana sichuanensis	38.5833333333333	100	0.16	19	3	0.862068965517241	0.137931034482759	NA	NA	NA
785	Nanorana taihangnica	21	21	0.0666666666666667	9	1	0.9375	0.0625	NA	NA	DD
786	Napaeozapus insignis	48.625	259	0.0769230769230769	115	6	0.928571428571429	0.0714285714285714	22.25	755.61195	LC
787	Natrix maura	18	36	0.236842105263158	6	2	0.808510638297872	0.191489361702128	NA	NA	NA
788	Natrix natrix	21.1666666666667	106	0.10819397993311	51	4	0.901960784313726	0.0980392156862745	NA	NA	NA
789	Natrix tessellata	41.5833333333333	375	0.296676441837732	29	9	0.767441860465116	0.232558139534884	NA	NA	NA
790	Neodon irene	29.3333333333333	67	0.163636363636364	13	2	0.859375	0.140625	46.2586120398059	589.388299099621	LC
791	Neogobius fluviatilis	39.5	46	0.0954545454545455	9	1	0.909090909090909	0.0909090909090909	NA	NA	NA
792	Neogobius pallasi	37	74	0.25	8	2	0.8	0.2	NA	NA	NA
793	Neolissochilus hexagonolepis	37.6666666666667	100	0.154761904761905	10	3	0.846153846153846	0.153846153846154	NA	NA	NA
794	Neomys fodiens	39	22	0.032258064516129	28	1	0.96875	0.03125	15.26	576.8888	LC
795	Neopagetopsis ionah	74.3333333333333	46	0.416666666666667	2	1	0.666666666666667	0.333333333333333	NA	NA	NA
796	Neophocaena phocaenoides	40	79	0.3	8	2	0.769230769230769	0.230769230769231	32500	5840	VU
797	Neophocaena phocaenoides	40	79	0.3	8	2	0.769230769230769	0.230769230769231	32500	6095.5	VU
798	Neosalanx taihuensis	21	42	0.4	3	1	0.714285714285714	0.285714285714286	NA	NA	NA
799	Neotoma albigula	32.25	67	0.333333333333333	8	2	0.75	0.25	208.18	1019.7194	LC
800	Neotrygon kuhlii	48	81	0.15	15	2	0.868115942028985	0.131884057971014	NA	NA	DD
801	Nerodia sipedon	89.75	202	0.4	5	2	0.714285714285714	0.285714285714286	NA	NA	NA
802	Nesillas typica	21	21	0.125	6	1	0.888888888888889	0.111111111111111	NA	NA	LC
803	Nipponocypris temminckii	46	56	0.4	3	1	0.714285714285714	0.285714285714286	NA	NA	NA
804	Niviventer andersoni	49.5454545454545	183	0.154929577464789	23	4	0.857142857142857	0.142857142857143	147	639.631831820818	LC
805	Niviventer bukit	53.2857142857143	81	0.55	3	1	0.615384615384615	0.384615384615385	NA	NA	NA
806	Niviventer confucianus	35.9	100	0.0555555555555556	52	3	0.947368421052632	0.0526315789473684	65	624.399640909091	LC
807	Niviventer excelsior	40.5625	247	0.13597842835131	59	7	0.88	0.12	102	639.631831820818	LC
808	Niviventer fulvescens	33.125	229	0.0869565217391304	84	8	0.92	0.08	81.79	624.399640909091	LC
809	Niviventer sp	34.5	58	0.0372685185185185	74.5	1	0.964070567986231	0.0359294320137694	NA	NA	NA
810	Nocomis biguttatus	NA	0	0	7	0	1	0	NA	NA	NA
811	Noctilio albiventris	21	21	0.0333333333333333	59	1	0.967741935483871	0.032258064516129	31.46	1888.06537051282	LC
812	Noctilio leporinus	103.333333333333	0	0	12	0	1	0	29.93	1888.06537051282	LC
813	Nomascus gabriellae	54.5	116	0.381818181818182	6	2	0.714285714285714	0.285714285714286	8500	5475	EN
814	Nomascus leucogenys	58	79	0.333333333333333	3	2	0.75	0.25	7320	5475	CR
815	Nomascus siki	40.8	204	0.181878306878307	28	4	0.84375	0.15625	5600	5475	EN
816	Notopterus notopterus	42.5	58	0.5	2	1	0.666666666666667	0.333333333333333	NA	NA	NA
817	Noturus albater	21	0	0	4	0	1	0	NA	NA	NA
818	Noturus exilis	43.2857142857143	303	0.19189852700491	34	5	0.838709677419355	0.161290322580645	NA	NA	NA
819	Noturus hildebrandi	37.5	178	0.240998838559814	41	6	0.803921568627451	0.196078431372549	NA	NA	NA
820	Noturus miurus	48.2727272727273	256.5	0.297297297297297	29	6	0.770833333333333	0.229166666666667	NA	NA	NA
821	Noturus phaeus	36.5	120	0.195101351351351	25.5	3	0.836782968657599	0.163217031342401	NA	NA	NA
822	Nyctalus noctula	58	58	0.125	7	1	0.888888888888889	0.111111111111111	28.48	1529.35	LC
823	Nyctereutes procyonoides	52	268	0.333333333333333	19	4	0.75	0.25	4214.99	2091.936666657	LC
824	Nycticebus bengalensis	63.5	255	0.4	9	4	0.714285714285714	0.285714285714286	1137.36	2555	VU
825	Nycticebus pygmaeus	59.6666666666667	143	0.4	4	2	0.714285714285714	0.285714285714286	342.32	2920	VU
826	Ochotona collaris	33.3333333333333	100	0.6	6	3	0.625	0.375	129	894.25	LC
827	Ochotona curzoniae	52.1666666666667	160	0.217391304347826	18	3	0.819805194805195	0.180194805194805	159.47	751.47417	LC
828	Ochotona hyperborea	22	44	0.0909090909090909	18	2	0.916666666666667	0.0833333333333333	120	751.47417	LC
829	Ochotona princeps	44.3333333333333	100	0.0625	40	2	0.941176470588235	0.0588235294117647	157.63	1045.7507	LC
830	Ochotona rufescens	35.6269841269841	94	0.142857142857143	4	3	0.875	0.125	250	751.47417	LC
831	Ochotona sp	45.3883928571428	504	0.0860215053763441	126	11	0.920792079207921	0.0792079207920792	NA	NA	NA
832	Ochotona thibetana	35.875	275	0.166666666666667	46	7	0.857142857142857	0.142857142857143	83.1	854.6685	LC
833	Odocoileus virginianus	50.0396825396825	58	0.0666666666666667	17	1	0.936170212765957	0.0638297872340425	75901.25	2713.883333343	LC
834	Odorrana graminea	53.7857142857143	1708	0.47887323943662	70	31	0.676190476190476	0.323809523809524	NA	NA	DD
835	Odorrana morafkai	50.6666666666667	74	0.105263157894737	11.5	2	0.904761904761905	0.0952380952380952	NA	NA	LC
836	Odorrana schmackeri	51.72	1272	0.533333333333333	43	24	0.652173913043478	0.347826086956522	NA	NA	LC
837	Oncorhynchus keta	67.6666666666667	137	0.666666666666667	2	2	0.5	0.5	NA	NA	NA
838	Oncorhynchus kisutch	39.5	79	0.666666666666667	3	2	0.571428571428571	0.428571428571429	NA	NA	NA
839	Oncorhynchus masou_ishikawae	21	21	0.291666666666667	2	1	0.75	0.25	NA	NA	NA
840	Oncorhynchus mykiss	74	202	0.732142857142857	4	3	0.5	0.5	NA	NA	NA
841	Oncorhynchus nerka	21	21	0.166666666666667	4	1	0.857142857142857	0.142857142857143	NA	NA	NA
842	Onychodactylus fischeri	43.5151515151515	1247	0.269063706563707	78	18	0.787234042553192	0.212765957446809	NA	NA	LC
843	Onychodactylus koreanus	66.5	155	0.148148148148148	20	2	0.870967741935484	0.129032258064516	NA	NA	NA
844	Oplurus cuvieri	21	21	0.0714285714285714	5	1	0.933333333333333	0.0666666666666667	NA	NA	NA
845	Opsariichthys bidens	36.6	128	0.0384615384615385	37	2	0.962962962962963	0.037037037037037	NA	NA	NA
846	Opsariichthys hainanensis	21	42	0.125	13	1	0.888888888888889	0.111111111111111	NA	NA	NA
847	Opsariichthys uncirostris	49.4	0	0	20	0	1	0	NA	NA	NA
848	Orcinus orca	42.5	0	0	3	0.5	0.98936170212766	0.0106382978723404	5628758.66	9380.5	DD
849	Oreochromis niloticus	53.125	324	0.0784313725490196	86	7	0.927272727272727	0.0727272727272727	NA	NA	NA
850	Orestias agassizii	21	21	0.166666666666667	5	1	0.857142857142857	0.142857142857143	NA	NA	NA
851	Ornithorhynchus anatinus	41.3333333333333	160	0.315789473684211	8	3	0.76	0.24	1484.25	2878.755	NT
852	Orthotomus sericeus	37.2857142857143	0	0	5	0	1	0	NA	NA	LC
853	Oryzias latipes	41	281	0.133333333333333	50	7	0.881889763779528	0.118110236220472	NA	NA	NA
854	Oryzomys texensis	23	21	0.0769230769230769	8	1	0.928571428571429	0.0714285714285714	NA	NA	NA
855	Osmerus mordax	60	0	0	5	0	1	0	NA	NA	NA
856	Osteocephalus buckleyi	34.6	173	0.107692307692308	46	5	0.902777777777778	0.0972222222222222	NA	NA	LC
857	Osteocephalus taurinus	45.7638888888889	317	0.184210526315789	38	8	0.844444444444444	0.155555555555556	NA	NA	LC
858	Osteochilus salsburyi	56	21	0.225	2	1	0.8	0.2	NA	NA	NA
859	Osteoglossum bicirrhosum	58	21	0.25	3	1	0.788888888888889	0.211111111111111	NA	NA	NA
860	Otonycteris hemprichii	61.8181818181818	511	0.212864493996569	30	7	0.82089552238806	0.17910447761194	21.98	2051.66620769231	LC
861	Otus elegans	49.2	246	0.333333333333333	13	5	0.75	0.25	NA	NA	NT
862	Ovis ammon	52.375	104	0.125	12	2	0.888888888888889	0.111111111111111	113998.7	2920	NT
863	Ovis aries	58	21	0.0909090909090909	4	1	0.909090909090909	0.0909090909090909	NA	NA	NA
864	Ovis canadensis	62.5	98	0.333333333333333	5	2	0.714285714285714	0.285714285714286	74644.87	2634.501666657	LC
865	Ovis orientalis	52	46	0.111111111111111	7	1	0.9	0.1	42500	2920	VU
866	Ovis vignei	81	146	0.222222222222222	10	2	0.818181818181818	0.181818181818182	NA	NA	NA
867	Oxyeleotris lineolata	40.5	58	0.666666666666667	2	2	0.6	0.4	NA	NA	NA
868	Oxyeleotris selheimi	64	98	0.333333333333333	6	2	0.75	0.25	NA	NA	NA
869	Pachycephala graeffii	81	81	0.166666666666667	8	1	0.857142857142857	0.142857142857143	NA	NA	NA
870	Pachycephala macrorhyncha	54.1527777777778	759	0.224747474747475	61	13	0.814814814814815	0.185185185185185	NA	NA	NA
871	Pachycephala philippinensis	54.5	242	0.230769230769231	15	4	0.8125	0.1875	NA	NA	LC
872	Pachytriton archospotus	45.75	207.5	0.411764705882353	13	5	0.707107843137255	0.292892156862745	NA	NA	NT
873	Pachytriton brevipes	46.1538461538461	476	0.292682926829268	39	11	0.763931104356636	0.236068895643364	NA	NA	LC
874	Pachytriton feii	49.75	220	0.16869918699187	6	3	0.833333333333333	0.166666666666667	NA	NA	VU
875	Pachytriton granulosus	52.9285714285714	367	0.259259259259259	25	7	0.794117647058823	0.205882352941176	NA	NA	NA
876	Pachytriton labiatus	50.3117647058824	325	0.318181818181818	36.5	8	0.758620689655172	0.241379310344828	NA	NA	LC
877	Pachytriton xanthospilos	53.1	434	0.236586493987049	44	10	0.806451612903226	0.193548387096774	NA	NA	NA
878	Pagellus acarne	64	64	0.00888906447534766	10	1	0.991150442477876	0.00884955752212389	NA	NA	LC
879	Pagetopsis macropterus	58.25	85	0.583333333333333	3	2	0.6	0.4	NA	NA	NA
880	Pagothenia borchgrevinki	64	0	0	2	0	1	0	NA	NA	NA
881	Paguma larvata	83.5	0	0	4	0	1	0	4300	3014.413333343	LC
882	Pampus argenteus	49.75	213	0.106870229007634	35	4	0.903448275862069	0.096551724137931	NA	NA	NA
883	Pan paniscus	51.2857142857143	58	0.25	5	1	0.8	0.2	35119.95	9125	EN
884	Pan troglodytes	56	81	0.2	8	2	0.833333333333333	0.166666666666667	45000	7300	EN
885	Pandion haliaetus	58	42	0.0513157894736842	21	1	0.95	0.05	NA	NA	LC
886	Pangasius pangasius	46	56	1	1	1	0.5	0.5	NA	NA	NA
887	Panthera leo	51.875	162	0.5	6	4	0.666666666666667	0.333333333333333	158623.9	2190	VU
888	Panthera pardus	51	124	0.136363636363636	21	3	0.88	0.12	52399.99	3400.645433343	VU
889	Panthera tigris	55.25	24	0.25	4	1	0.8	0.2	161914.7	2920	EN
890	Pantodon buchholzi	48.85	194	0.183206106870229	1	2	0.840764331210191	0.159235668789809	NA	NA	NA
891	Papio anubis	54.5	433	0.529411764705882	15	9	0.653846153846154	0.346153846153846	17728.56	3833.595	LC
892	Papio cynocephalus	54.6527777777778	999	0.512820512820513	39	18	0.661016949152542	0.338983050847458	15822.15	6188.575	LC
893	Papio hamadryas	77.5	81	0.267857142857143	6	1	0.777777777777778	0.222222222222222	14007.08	5332.504	LC
894	Papio ursinus	45.0476190476191	759	0.452380952380952	40	16	0.688524590163934	0.311475409836066	17729.44	5714.3305	LC
895	Parabramis pekinensis	46.5	215	0.216666666666667	3	4	0.821917808219178	0.178082191780822	NA	NA	NA
896	Paradoxornis webbianus	21	21	0.0769230769230769	7.5	1	0.928571428571429	0.0714285714285714	NA	NA	NA
897	Paradoxurus hermaphroditus	52.05	91.5	0.112698412698413	50	2	0.898717948717949	0.101282051282051	3200	2807.00376124	LC
898	Paralichthys olivaceus	51	58	0.2	7	1.5	0.833333333333333	0.166666666666667	NA	NA	NA
899	Paramisgurnus dabryanus	56	142	0.108187134502924	12	2	0.9	0.1	NA	NA	NA
900	Pararasbora moltrechti	76.1666666666667	84	0.285714285714286	4	1	0.666666666666667	0.333333333333333	NA	NA	NA
901	Parus major	45.6666666666667	155	0.25	22	3	0.8	0.2	NA	NA	LC
902	Parus monticolus	53	79	0.2	7	2	0.833333333333333	0.166666666666667	NA	NA	LC
903	Parvoscincus jimmymcguirei	42.75	238	0.127272727272727	49	5	0.887096774193548	0.112903225806452	NA	NA	NA
904	Passer domesticus	84	84	0.333333333333333	2	1	0.75	0.25	NA	NA	LC
905	Passer hispaniolensis	45.25	181	0.125	31	4	0.888888888888889	0.111111111111111	NA	NA	LC
906	Passer italiae	84	84	1	1	1	0.5	0.5	NA	NA	VU
907	Pecari tajacu	40.8333333333333	306	0.185185185185185	43	7	0.84375	0.15625	21133.69	3102.921666657	LC
908	Pelodiscus sinensis	69.3333333333333	162	0.118823529411765	20	2	0.892857142857143	0.107142857142857	NA	NA	NA
909	Pelophylax nigromaculatus	45	79	0.0294117647058824	75	2	0.971428571428571	0.0285714285714286	NA	NA	NT
910	Perca flavescens	44.9	218	0.408333333333333	12	3.5	0.705882352941177	0.294117647058824	NA	NA	NA
911	Perccottus glenii	31.3333333333333	0	0	14	0	1	0	NA	NA	NA
912	Percina burtoni	24.6666666666667	0	0	5	0	1	0	NA	NA	NA
913	Percina evides	32.25	100	0.103448275862069	29	2	0.90625	0.09375	NA	NA	NA
914	Percina phoxocephala	76.25	126	0.125	9	1	0.888888888888889	0.111111111111111	NA	NA	NA
915	Percina rex	21.5	0	0	4	0	1	0	NA	NA	NA
916	Percina uranidea	58	0	0	5	0	1	0	NA	NA	NA
917	Percina vigil	58.6666666666667	0	0	2	0	1	0	NA	NA	NA
918	Periparus elegans	45.6666666666667	274	0.343137254901961	31	7	0.739130434782609	0.260869565217391	NA	NA	NA
919	Perisoreus canadensis	38	21	0.0769230769230769	13.5	1	0.928571428571429	0.0714285714285714	NA	NA	LC
920	Peromyscus furvus	71	77	0.2	8	1	0.833333333333333	0.166666666666667	32.99	635.280494446056	DD
921	Peromyscus guatemalensis	40.3	283	0.133333333333333	49	7	0.882352941176471	0.117647058823529	40	635.280494446056	LC
922	Peromyscus keeni	64	64	0.183333333333333	7	1	0.845238095238095	0.154761904761905	28.25	635.280494446056	LC
923	Peromyscus maniculatus	52.0476190476191	111	0.170212765957447	12	3	0.854545454545454	0.145454545454545	19.98	940.1262	LC
924	Peromyscus melanophrys	69.25	21	0.0465367965367965	12	1	0.955533596837945	0.0444664031620553	40	635.280494446056	LC
925	Peromyscus mexicanus	35.7777777777778	285	0.113924050632911	70	8	0.897727272727273	0.102272727272727	42.58	635.280494446056	LC
926	Peromyscus pectoralis	50.4	83	0.0615384615384615	43	3	0.942028985507246	0.0579710144927536	38.99	635.280494446056	LC
927	Peromyscus perfulvus	56.5555555555556	395	0.32	25	7	0.75	0.25	40	635.280494446056	LC
928	Peromyscus polionotus	21	21	0.25	4	1	0.8	0.2	14.27	634.2918	LC
929	Peromyscus sp	40.4666666666667	140	0.289915966386555	7	3	0.772727272727273	0.227272727272727	NA	NA	NA
930	Peromyscus truei	39.85	166	0.113636363636364	44	5	0.897959183673469	0.102040816326531	27	639.38525	LC
931	Petaurista leucogenys	61.6666666666667	99	0.125	14	2	0.888888888888889	0.111111111111111	1150	2015.75510185078	LC
932	Petroica boodang	33.5	42	0.0537135278514589	2	1	0.933333333333333	0.0666666666666667	NA	NA	LC
933	Phaethornis striigularis	58	79	0.666666666666667	3	2	0.6	0.4	NA	NA	LC
934	Phasianus colchicus	45.6666666666667	79	0.5	4	2	0.666666666666667	0.333333333333333	NA	NA	LC
935	Pheugopedius coraya	45.5625	190	0.213636363636364	65	5	0.814814814814815	0.185185185185185	NA	NA	LC
936	Philypnodon grandiceps	22	42	0.0909090909090909	21	2	0.916666666666667	0.0833333333333333	NA	NA	NA
937	Phoca groenlandica	58	0	0	3	0	1	0	NA	NA	NA
938	Phoca largha	24.5	42	0.5	3	2	0.666666666666667	0.333333333333333	98879.18	6935	LC
939	Phoca vitulina	51.6666666666667	125	0.696969696969697	3	3	0.555555555555556	0.444444444444444	87316.66	5413.68	LC
940	Phodopus campbelli	21.5	43	0.142857142857143	19	2	0.875	0.125	27.06	249.2027166715	LC
941	Phodopus roborovskii	45.325	120	0.5	4	3	0.666666666666667	0.333333333333333	18.75	550.909	LC
942	Phodopus sungorus	21	42	0.190909090909091	9	1	0.833333333333333	0.166666666666667	30.43	474.4575	LC
943	Phoenicolacerta laevis	65.2	968	0.184210526315789	98	16	0.844444444444444	0.155555555555556	NA	NA	NA
944	Phoxinus phoxinus	33.3333333333333	58	0.3875	5	2	0.714285714285714	0.285714285714286	NA	NA	NA
945	Phrynocephalus helioscopus	53.125	552	0.302173913043478	43	9	0.764689265536723	0.235310734463277	NA	NA	NA
946	Phrynocephalus mystaceus	53	224	0.25	17	4	0.8	0.2	NA	NA	NA
947	Phrynocephalus przewalskii	43.6666666666667	152	0.205882352941176	17	4	0.829268292682927	0.170731707317073	NA	NA	NA
948	Phrynocephalus versicolor	64.2857142857143	609	0.296296296296296	28	10	0.771428571428571	0.228571428571429	NA	NA	NA
949	Phylloscopus cebuensis	21	0	0	14	0	1	0	NA	NA	LC
950	Phylloscopus trivirgatus	46.7777777777778	367	0.275	34	9	0.784313725490196	0.215686274509804	NA	NA	LC
951	Phyllotis xanthopygus	34.85	210	0.101010101010101	92	7	0.908256880733945	0.0917431192660551	52.43	589.388299099621	LC
952	Physeter catodon	58	22	0.333333333333333	2	1	0.666666666666667	0.333333333333333	NA	NA	NA
953	Piaya cayana	21	42	0.0606060606060606	18	2	0.942857142857143	0.0571428571428571	NA	NA	LC
954	Pica pica	44	117.5	0.131884057971014	6	2	0.878177966101695	0.121822033898305	NA	NA	LC
955	Picoides pubescens	65	65	1	1	1	0.5	0.5	NA	NA	NA
956	Pimelodella chagresi	41.125	226	0.111111111111111	49	5	0.9	0.1	NA	NA	NA
957	Pimephales notatus	32.4	100	0.0833333333333333	15	3	0.923076923076923	0.0769230769230769	NA	NA	NA
958	Pinicola enucleator	39.8333333333333	10.5	0	10	0.5	0.961538461538462	0.0384615384615385	NA	NA	LC
959	Pionus menstruus	24	22.5	0.2	6	1	0.833333333333333	0.166666666666667	NA	NA	LC
960	Pipistrellus abramus	38	170	0.166666666666667	32	5	0.857142857142857	0.142857142857143	5.87	1885.946275	LC
961	Pipistrellus hesperidus	42.45	166	0.0722903225806452	25	3	0.932330827067669	0.0676691729323308	5.93375	1885.946275	LC
962	Pituophis deppei	47.3230994152047	710	0.547727272727273	24	14	0.645161290322581	0.354838709677419	NA	NA	NA
963	Pituophis lineaticollis	45	246	1	5	6	0.5	0.5	NA	NA	NA
964	Plagiodontia aedium	47.3333333333333	390	0.259259259259259	27	8	0.794117647058823	0.205882352941176	1268.86	3650	EN
965	Plagioscion squamosissimus	64	64	0.0769230769230769	3	1	0.928571428571429	0.0714285714285714	NA	NA	NA
966	Platypharodon extremus	21	0	0	4	0	1	0	NA	NA	NA
967	Plecotus auritus	58.875	369	0.196153846153846	47	7.5	0.836021505376344	0.163978494623656	8.19	3693.8	LC
968	Plecotus macrobullaris	50.7142857142857	145	0.2	13	3	0.825	0.175	7.47	2759.4	LC
969	Plectrophenax nivalis	35.0833333333333	23	0.5	2	1	0.666666666666667	0.333333333333333	NA	NA	LC
970	Plestiodon brevirostris	53.6	1186	0.227497749774977	99	22	0.814516129032258	0.185483870967742	NA	NA	NA
971	Plestiodon stimpsonii	55.25	201	0.178571428571429	27	4	0.848484848484849	0.151515151515152	NA	NA	NA
972	Plethodon cinereus	46	46	1	1	1	0.5	0.5	NA	NA	LC
973	Plethodon elongatus	58.8	150	0.333333333333333	7	3	0.75	0.25	NA	NA	NT
974	Plethodon metcalfi	51.6875	2447	0.833333333333333	55	48	0.545454545454545	0.454545454545455	NA	NA	LC
975	Plethodon stormi	51.3333333333333	160	0.272727272727273	13	3	0.785714285714286	0.214285714285714	NA	NA	EN
976	Pleurodeles waltl	52	440	0.27027027027027	35	9	0.787234042553192	0.212765957446809	NA	NA	NT
977	Podarcis muralis	52.625	421	0.242424242424242	34	8	0.804878048780488	0.195121951219512	NA	NA	NA
978	Poecile montanus	21.2	21	0.204166666666667	3	1	0.830459770114943	0.169540229885057	NA	NA	LC
979	Poecile palustris	54.5416666666667	58	0.0789473684210526	37	1	0.926829268292683	0.0731707317073171	NA	NA	LC
980	Poecile varius	63.5	81	0.355575065847234	2	1	0.731182795698925	0.268817204301075	NA	NA	NA
981	Poecilia butleri	56	56	0.0217391304347826	23.5	1	0.976203807390817	0.0237961926091825	NA	NA	NA
982	Poecilia gillii	21	42	0.17156862745098	11	2	0.85	0.15	NA	NA	NA
983	Poecilia mexicana	45.7142857142857	84	0.166666666666667	10	2	0.857142857142857	0.142857142857143	NA	NA	NA
984	Poecilia reticulata	40	100.5	0.222222222222222	12	3	0.818181818181818	0.181818181818182	NA	NA	NA
985	Poecilia sphenops	143	0	0	3	0	1	0	NA	NA	NA
986	Poeciliopsis monacha	61	64	0.45	4	1	0.666666666666667	0.333333333333333	NA	NA	NA
987	Poeciliopsis turrubarensis	21	0	0	10	0	1	0	NA	NA	NA
988	Polychrus marmoratus	67.1666666666667	220	0.436507936507937	9	3	0.692307692307692	0.307692307692308	NA	NA	NA
989	Polypterus endlicherii	38.4	288	0.0952380952380952	123	8	0.91304347826087	0.0869565217391304	NA	NA	NA
990	Pomatorhinus horsfieldii	22	44	0.1	21	2	0.909090909090909	0.0909090909090909	NA	NA	LC
991	Pomatorhinus musicus	64	64	0.333333333333333	3	1	0.75	0.25	NA	NA	LC
992	Pomatorhinus ruficollis	48.75	84	0.157894736842105	13	2	0.86038961038961	0.13961038961039	NA	NA	LC
993	Pongo abelii	61	74	0.142857142857143	7	1	0.875	0.125	39696.12	9125	CR
994	Poropuntius bolovenensis	43.5	56	0.333333333333333	3.5	1	0.75	0.25	NA	NA	NA
995	Poropuntius normani	32.6666666666667	42	0.25	8	2	0.8	0.2	NA	NA	NA
996	Potorous tridactylus	67	351	0.136651234567901	28.5	5	0.879777830864787	0.120222169135213	1054.67	1685.9516	NT
997	Presbytis melalophos	55.0079365079365	872	0.34	45	17	0.746268656716418	0.253731343283582	6439.12	3650	EN
998	Prionace glauca	46	0	0	3	0	1	0	NA	NA	NT
999	Prionailurus bengalensis	40.4	46	0.0689655172413793	14	1	0.933333333333333	0.0666666666666667	2780.97	2350.842866657	LC
1000	Prionailurus viverrinus	58.5166666666667	506	0.3875	9	7	0.714285714285714	0.285714285714286	8826.46	2190	VU
1001	Prochilodus lineatus	59.75	81	0.285714285714286	4	1	0.777777777777778	0.222222222222222	NA	NA	NA
1002	Prochilodus nigricans	21	0	0	3	0	1	0	NA	NA	NA
1003	Procyon lotor	51	94	0.181818181818182	12	2	0.84412955465587	0.15587044534413	6373.72	2703.9188	LC
1004	Procypris rabaudi	99	101	0.5	2	1	0.6	0.4	NA	NA	NA
1005	Proechimys cuvieri	53.5	233	0.206896551724138	16	4	0.828571428571429	0.171428571428571	339.85	631.7859833285	LC
1006	Propithecus diadema	67.6	183	0.0857142857142857	34	3	0.921052631578947	0.0789473684210526	6568.99	3650	CR
1007	Propithecus verreauxi	55.2857142857143	22	0.0821917808219178	11	1	0.923563777994158	0.0764362220058423	3588.26	3650	EN
1008	Proterorhinus marmoratus	23	21	0.125	2	1	0.8	0.2	NA	NA	NA
1009	Proterorhinus semilunaris	61	102	0.333333333333333	6	2	0.75	0.25	NA	NA	NA
1010	Protobothrops flavoviridis	49.8666666666667	146.5	0.181818181818182	11	3	0.842141292442497	0.157858707557503	NA	NA	NA
1011	Protobothrops jerdonii	48.8	227	0.193548387096774	24	4	0.837837837837838	0.162162162162162	NA	NA	NA
1012	Prunella modularis	53.4	81	0.166666666666667	5	1	0.857142857142857	0.142857142857143	NA	NA	LC
1013	Pseudogobio esocinus	40.75	163	0.0581395348837209	76	4	0.945054945054945	0.0549450549450549	NA	NA	NA
1014	Pseudogobio vaillanti	25.625	170	0.0800026123301985	87	6	0.925531914893617	0.074468085106383	NA	NA	NA
1015	Pseudois nayaur	57.4285714285714	402	0.3	23	6	0.769230769230769	0.230769230769231	52334.57	2949.321666657	LC
1016	Pseudopungtungia nigra	24.6	0	0	5	0	1	0	NA	NA	NA
1017	Pseudopungtungia tenuicorpus	15	0	0	3	0	1	0	NA	NA	NA
1018	Pseudorasbora parva	45.2	148	0.0769230769230769	23	3	0.928571428571429	0.0714285714285714	NA	NA	NA
1019	Pseudoxiphophorus bimaculatus	43.2222222222222	335.5	0.289473684210526	20	7	0.758813160987074	0.241186839012926	NA	NA	NA
1020	Pseudoxiphophorus jonesii	34.6	165	0.184210526315789	31	5	0.844444444444444	0.155555555555556	NA	NA	NA
1021	Pteromys volans	53.75	81	0.111111111111111	11	1	0.9	0.1	143.09	1384.1212625	LC
1022	Pteronotropis hypselopterus	63.5277777777778	1399	0.39622641509434	55	22	0.716216216216216	0.283783783783784	NA	NA	NA
1023	Pteronotropis signipinnis	40.6060606060606	683.5	0.225	75	13	0.816666666666667	0.183333333333333	NA	NA	NA
1024	Pteronotus davyi	33	229	0.138888888888889	69	7	0.878048780487805	0.121951219512195	9.52	2070.531028	LC
1025	Pteronotus gymnonotus	32	36	0.3	5	2	0.75	0.25	13.6	1888.06537051282	LC
1026	Pteronotus parnellii	49.3055555555556	232	0.120879120879121	71	5	0.892156862745098	0.107843137254902	19.59	1888.06537051282	LC
1027	Pteronotus personatus	59.75	239	0.181818181818182	8	4	0.846153846153846	0.153846153846154	7.99	2070.531028	LC
1028	Pteronotus quadridens	70.75	58	0.0952380952380952	18	1	0.91304347826087	0.0869565217391304	5.64	2070.531028	LC
1029	Pteronotus rubiginosus	32	46	0.9	2	1	0.5	0.5	NA	NA	LC
1030	Pteronotus sp	85.7666666666667	264	0.211111111111111	10	4	0.818181818181818	0.181818181818182	NA	NA	NA
1031	Pteropus seychellensis	81	40.5	0.166666666666667	2	0.5	0.875	0.125	492.2	2945.91840714286	LC
1032	Ptychocheilus umpquae	42.5	0	0	2	0	1	0	NA	NA	NA
1033	Pungitius kaibarae	28.4	144	0.108108108108108	49	6	0.902439024390244	0.0975609756097561	NA	NA	NA
1034	Pungitius laevis	48.8	178	0.0885025062656642	39	4	0.918032786885246	0.0819672131147541	NA	NA	NA
